DISTRICT_CODE,SCHOOL_CODE,Juniors Last Year,Seniors Last Year,SCHOOL_NAME,DISTRICT_NAME,Juniors This Year,Seniors This Year,Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
3696,40.0,24,28,Monticello High,Monticello,25,26,Monticello Hi,Monticello,3696,2,40,High School,09,12,Mark  Gustafson,Principal,334 S Main St  Monticello WI  53570,334 S Main St Monticello WI  53570  ,Monticello,53570.0,,334 S Main St Monticello WI  53570  ,Monticello,23,Green,608-938-4194,2798.0,6089381062.0,gustama@monticello.k12.wi.us,www.monticello.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5509900.0,1305.0,Public school
3787,100.0,165,139,Mosinee High,Mosinee,137,169,Mosinee Hi,Mosinee,3787,9,100,High School,09,12,Nathan  Lehman,Principal,1000 High St  Mosinee WI  54455-1398,1000 High St Mosinee WI  54455-1398  ,Mosinee,54455.0,1398.0,1000 High St Mosinee WI  54455-1398  ,Mosinee,37,Marathon,715-693-2550,3005.0,7156931152.0,nlehman@mosineeschools.org,www.mosineeschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5509960.0,1308.0,Public school
3794,120.0,162,217,Mount Horeb High,Mount Horeb Area,216,172,Mount Horeb Hi,Mount Horeb Area,3794,2,120,High School,09,12,Rick  Penniston,Interim Principal,305 S 8th St  Mount Horeb WI  53572,305 S 8th St Mount Horeb WI  53572  ,Mount Horeb,53572.0,,305 S 8th St Mount Horeb WI  53572  ,Mount Horeb,13,Dane,608-437-7280,,6084374926.0,pennistonricke@mhasd.k12.wi.us,www.mhasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5509990.0,1312.0,Public school
3822,60.0,403,415,Mukwonago High,Mukwonago,428,403,Mukwonago Hi,Mukwonago,3822,1,60,High School,08,12,James  Darin,Principal,605 W Veterans Way  Mukwonago WI  53149,605 W Veterans Way Mukwonago WI  53149  ,Mukwonago,53149.0,,605 W Veterans Way Mukwonago WI  53149  ,Mukwonago,67,Waukesha,262-363-6200,,2623636239.0,darinja@masd.k12.wi.us,www.masd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510060.0,1319.0,Public school
3857,180.0,438,381,Muskego High,Muskego-Norway,401,398,Muskego Hi,Muskego-Norway,3857,1,180,High School,09,12,Todd  Irvine,Principal,W183S8750 Racine Ave  Muskego WI  53150-7602,W183S8750 Racine Ave Muskego WI  53150-7602  ,Muskego,53150.0,7602.0,W183S8750 Racine Ave Muskego WI  53150-7602  ,Muskego,67,Waukesha,262-971-1790,,2626793534.0,todd.irvine@muskegonorway.org,www.muskegonorway.org,Regular,No,Primarily Classroom (Supplemental Virtual),5510170.0,1335.0,Public school
3871,40.0,51,55,Necedah Middle/High,Necedah Area,58,43,Necedah Mid/Hi,Necedah Area,3871,5,40,High School,06,12,Mark  Becker,Principal Grades 6-12,1801 S Main St  Necedah WI  54646-7858,1801 S Main St Necedah WI  54646-7858  ,Necedah,54646.0,7858.0,1801 S Main St Necedah WI  54646-7858  ,Necedah,29,Juneau,608-565-2256,102.0,6085657044.0,mbecker@necedahschools.org,www.necedahschools.org,Regular,No,No,5510230.0,1338.0,Public school
3892,180.0,482,473,Neenah High,Neenah Joint,482,541,Neenah Hi,Neenah Joint,3892,6,180,High School,09,12,Brian  Wunderlich,Principal,1275 Tullar Rd  Neenah WI  54956-4498,1275 Tullar Rd Neenah WI  54956-4498  ,Neenah,54956.0,4498.0,1275 Tullar Rd Neenah WI  54956-4498  ,Neenah,70,Winnebago,920-751-6900,16101.0,9207517001.0,bwunderlich@neenah.k12.wi.us,www.neenah.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510320.0,1348.0,Public school
3899,40.0,75,77,Neillsville Middle/High,Neillsville,79,64,Neillsville Mid/Hi,Neillsville,3899,10,40,High School,07,12,Craig  Anderson Ruskin,Principal,401 Center St  Neillsville WI  54456-2029,401 Center St Neillsville WI  54456-2029  ,Neillsville,54456.0,2029.0,401 Center St Neillsville WI  54456-2029  ,Neillsville,10,Clark,715-743-8736,,7157438714.0,canderson@neillsville.k12.wi.us,www.neillsville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510350.0,1357.0,Public school
3906,60.0,109,100,Nekoosa High,Nekoosa,80,92,Nekoosa Hi,Nekoosa,3906,5,60,High School,09,12,Keith  Johnson,Principal,500 Cedar St  Nekoosa WI  54457-1398,500 Cedar St Nekoosa WI  54457-1398  ,Nekoosa,54457.0,1398.0,500 Cedar St Nekoosa WI  54457-1398  ,Nekoosa,71,Wood,715-886-8060,,7158868087.0,keith_johnson@nekoosa.k12.wi.us,www.nekoosasd.net,Regular,No,Primarily Classroom (Supplemental Virtual),5510380.0,1360.0,Public school
3920,40.0,18,24,New Auburn Jr-Sr High,New Auburn,24,17,New Auburn Jr-Sr Hi,New Auburn,3920,10,40,High School,07,12,David  Hutzler,Principal,704 N East St  New Auburn WI  54757,PO Box 110 New Auburn WI  54757-0110  ,New Auburn,54757.0,110.0,704 N East St New Auburn WI  54757  ,New Auburn,9,Chippewa,715-237-2202,105.0,7152372350.0,dhutzler@newauburn.k12.wi.us,www.newauburn.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510440.0,1363.0,Public school
3925,50.0,199,235,Eisenhower Middle/High,New Berlin,231,211,Eisenhower Mid/Hi,New Berlin,3925,1,50,High School,07,12,Matthew  Buckley,Principal Grades 7-12,4333 S Sunnyslope Rd  New Berlin WI  53151-6844,4333 S Sunnyslope Rd New Berlin WI  53151-6844  ,New Berlin,53151.0,6844.0,4333 S Sunnyslope Rd New Berlin WI  53151-6844  ,New Berlin,67,Waukesha,262-789-6330,,2627896313.0,matthew.buckley@nbexcellence.org,www.nbexcellence.org,Regular,No,Primarily Classroom (Supplemental Virtual),5510470.0,1366.0,Public school
3925,140.0,205,190,New Berlin Middle/High,New Berlin,192,161,New Berlin Mid/Hi,New Berlin,3925,1,140,High School,07,12,Michael  Fesenmaier,Principal Grades 7-12,18695 W Cleveland Ave  New Berlin WI  53146-2231,18695 W Cleveland Ave New Berlin WI  53146-2231  ,New Berlin,53146.0,2231.0,18695 W Cleveland Ave New Berlin WI  53146-2231  ,New Berlin,67,Waukesha,262-789-6418,,2627896442.0,michael.fesenmaier@nbexcellence.org,www.nbexcellence.org,Regular,No,Primarily Classroom (Supplemental Virtual),5510470.0,1372.0,Public school
3934,40.0,68,55,New Glarus High,New Glarus,52,49,New Glarus Hi,New Glarus,3934,2,40,High School,09,12,Jeff  Eichelkraut,Principal,1701 2nd St  New Glarus WI  53574,PO Box 7 New Glarus WI  53574-0007  ,New Glarus,53574.0,7.0,1701 2nd St New Glarus WI  53574  ,New Glarus,23,Green,608-527-2410,4114.0,6082372298.0,jeff.eichelkraut@ngsd.k12.wi.us,www.ngsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510500.0,1376.0,Public school
3941,80.0,76,98,New Holstein High,New Holstein,96,96,New Holstein Hi,New Holstein,3941,7,80,High School,09,12,Doug  Olig,Principal,1715 Plymouth St  New Holstein WI  53061-1254,1715 Plymouth St New Holstein WI  53061-1254  ,New Holstein,53061.0,1254.0,1715 Plymouth St New Holstein WI  53061-1254  ,New Holstein,8,Calumet,920-898-4256,,9208984112.0,dolig@nhsd.k12.wi.us,www.nhsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510530.0,1379.0,Public school
3948,60.0,35,41,New Lisbon Junior High/High,New Lisbon,43,50,New Lisbon Jr/Hi,New Lisbon,3948,5,60,High School,07,12,Gary  Syftestad,Principal,500 S Forest St  New Lisbon WI  53950-0205,500 S Forest St New Lisbon WI  53950-0205  ,New Lisbon,53950.0,205.0,500 S Forest St New Lisbon WI  53950-0205  ,New Lisbon,29,Juneau,608-562-3700,,6085625333.0,syftestad@newlisbon.k12.wi.us,www.newlisbon.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510560.0,1382.0,Public school
3955,430.0,19,13,Catalyst Academy,New London,23,3,Catalyst Acad,New London,3955,6,430,High School,07,12,Laurie  Schmidt,Director of Pupil Services,709 S Shawano St  New London WI  54961-1754,709 S Shawano St New London WI  54961-1754  ,New London,54961.0,1754.0,709 S Shawano St New London WI  54961-1754  ,New London,68,Waupaca,920-982-8447,,9209828551.0,lschmidt@newlondon.k12.wi.us,www.newlondon.k12.wi.us/schools/catalyst,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5510590.0,2996.0,Public school
3955,80.0,147,144,New London High,New London,140,151,New London Hi,New London,3955,6,80,High School,09,12,Brian  Yerkey,Principal,1700 Klatt Rd  New London WI  54961-8603,1700 Klatt Rd New London WI  54961-8603  ,New London,54961.0,8603.0,1700 Klatt Rd New London WI  54961-8603  ,New London,68,Waupaca,920-982-8420,1001.0,9209828440.0,byerkey@newlondon.k12.wi.us,www.newlondon.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510590.0,1384.0,Public school
3962,60.0,215,253,New Richmond High,New Richmond,250,231,New Richmond Hi,New Richmond,3962,11,60,High School,09,12,Tom  Wissink,Principal,650 E Richmond Way  New Richmond WI  54017,701 E 11th St New Richmond WI  54017-2355  ,New Richmond,54017.0,2355.0,701 E 11th St New Richmond WI  54017-2355  ,New Richmond,55,Saint Croix,715-243-7454,,7152437464.0,twissink@newrichmond.k12.wi.us,www.newrichmond.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510620.0,1390.0,Public school
3969,40.0,36,35,Niagara High,Niagara,34,31,Niagara Hi,Niagara,3969,8,40,High School,07,12,Scott  Trevillian,Principal,700 Jefferson Ave  Niagara WI  54151-1221,700 Jefferson Ave Niagara WI  54151-1221  ,Niagara,54151.0,1221.0,700 Jefferson Ave Niagara WI  54151-1221  ,Niagara,38,Marinette,715-251-4541,130.0,7152513715.0,strevillian@niagara.k12.wi.us,www.niagara.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510680.0,1394.0,Public school
2177,20.0,254,279,Nicolet High,Nicolet UHS,284,290,Nicolet Hi,Nicolet UHS,2177,1,20,High School,09,12,Greg  Kabara,Principal,6701 N Jean Nicolet Rd  Glendale WI  53217-3799,6701 N Jean Nicolet Rd Glendale WI  53217-3799  ,Glendale,53217.0,3799.0,6701 N Jean Nicolet Rd Glendale WI  53217-3799  ,Glendale,40,Milwaukee,414-351-7554,,4143517526.0,greg.kabara@nicolet.us,www.nicolet.us,Regular,No,Primarily Classroom (Supplemental Virtual),5505490.0,584.0,Public school
2016,120.0,43,33,North Crawford High,North Crawford,34,37,North Crawford Hi,North Crawford,2016,3,120,High School,09,12,Toby  Tripalin,Principal Grades 6-12,47050 County Road X  Soldiers Grove WI  54655-8551,47050 County Road X Soldiers Grove WI  54655-8551  ,Soldiers Grove,54655.0,8551.0,47050 County Road X Soldiers Grove WI  54655-8551  ,Soldiers Grove,12,Crawford,608-735-4311,214.0,6086246269.0,ttripalin@ncrawford.k12.wi.us,ncrawford.k12.wi.us,Regular,No,No,5504980.0,543.0,Public school
3983,60.0,108,113,Horace Mann High,North Fond du Lac,107,100,Horace Mann Hi,North Fond du Lac,3983,6,60,High School,09,12,Samantha  Freimund,Principal,325 McKinley St  North Fond du Lac WI  54937,325 McKinley St North Fond du Lac WI  54937  ,North Fond du Lac,54937.0,,325 McKinley St North Fond du Lac WI  54937  ,North Fond du Lac,20,Fond du Lac,920-929-3740,,9209293664.0,sfreimund@nfdlschools.org,www.nfdlschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5510740.0,1399.0,Public school
1945,60.0,59,43,Ozaukee High,Northern Ozaukee,49,65,Ozaukee Hi,Northern Ozaukee,1945,1,60,High School,09,12,Tom  Dorgan,Principal,401 Highland Dr  Fredonia WI  53021-9491,401 Highland Dr Fredonia WI  53021-9491  ,Fredonia,53021.0,9491.0,401 Highland Dr Fredonia WI  53021-9491  ,Fredonia,45,Ozaukee,262-692-2453,419.0,2626926257.0,tdorgan@nosd.edu,www.nosd.edu,Regular,No,Primarily Classroom (Supplemental Virtual),5504890.0,530.0,Public school
1945,850.0,57,39,Wisconsin Virtual Learning,Northern Ozaukee,40,36,Wisconsin Virtual Learning,Northern Ozaukee,1945,1,850,Combined Elementary/Secondary School,K4,12,Michael  Leach,Principal Grades K4-12,401 Highland Dr  Fredonia WI  53021-9499,401 Highland Dr Fredonia WI  53021-9499  ,Fredonia,53021.0,9499.0,401 Highland Dr Fredonia WI  53021-9499  ,Fredonia,45,Ozaukee,262-692-3988,291.0,2626923952.0,mleach@nosd.edu,www.wisconsinvl.net,Regular,Charter,Exclusively Virtual,5504890.0,2801.0,Public school
1526,90.0,102,106,Northland Pines High,Northland Pines,107,97,Northland Pines Hi,Northland Pines,1526,9,90,High School,09,12,Dan  Marien,Principal,1800 Pleasure Island Rd  Eagle River WI  54521-8980,1800 Pleasure Island Rd Eagle River WI  54521-8980  ,Eagle River,54521.0,8980.0,1800 Pleasure Island Rd Eagle River WI  54521-8980  ,Eagle River,63,Vilas,715-479-4473,,7154795808.0,dmarien@npsd.k12.wi.us,www.npsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5503860.0,406.0,Public school
3654,410.0,18,32,Northwood High/Middle,Northwood,32,27,Northwood Hi/Mid,Northwood,3654,12,410,High School,06,12,Tammie  Denninger,Principal,N14463 Highway 53  Minong WI  54859-9483,N14463 Highway 53 Minong WI  54859-9483  ,Minong,54859.0,9483.0,N14463 Highway 53 Minong WI  54859-9483  ,Minong,65,Washburn,715-466-2297,,7154665149.0,tammie_denninger@northwoodk12wi.com,www.northwood.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5509720.0,2934.0,Public school
3990,20.0,50,60,Brookwood High,Norwalk-Ontario-Wilton,58,47,Brookwood Hi,Norwalk-Ontario-Wilton,3990,4,20,High School,07,12,Brad  Pettit,Principal,28861 Highway 131 N  Ontario WI  54651,PO Box 130 Ontario WI  54651-0130  ,Ontario,54651.0,130.0,28861 Highway 131 N Ontario WI  54651  ,Ontario,41,Monroe,608-337-4401,,6083374348.0,bpettit@now.k12.wi.us,www.now.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510770.0,1402.0,Public school
4018,140.0,537,515,Oak Creek High,Oak Creek-Franklin Joint,528,522,Oak Creek Hi,Oak Creek-Franklin Joint,4018,1,140,High School,09,12,Michael  Read,Principal,340 E Puetz Rd  Oak Creek WI  53154-3230,340 E Puetz Rd Oak Creek WI  53154-3230  ,Oak Creek,53154.0,3230.0,340 E Puetz Rd Oak Creek WI  53154-3230  ,Oak Creek,40,Milwaukee,414-768-6100,,4147686130.0,m.read@ocfsd.org,www.ocfsd.org,Regular,No,Primarily Classroom (Supplemental Virtual),5510830.0,1411.0,Public school
4025,60.0,34,41,Oakfield High,Oakfield,41,30,Oakfield Hi,Oakfield,4025,6,60,High School,09,12,Carmen  Klassy,Principal,250 Church St  Oakfield WI  53065,PO Box 39 Oakfield WI  53065-0039  ,Oakfield,53065.0,39.0,250 Church St Oakfield WI  53065  ,Oakfield,20,Fond du Lac,920-583-3141,,9205834673.0,cklassy@oakfield.k12.wi.us,www.oakfield.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510860.0,1415.0,Public school
4060,130.0,401,419,Oconomowoc High,Oconomowoc Area,423,438,Oconomowoc Hi,Oconomowoc Area,4060,1,130,High School,09,12,Jason  Curtis,Principal,641 E Forest St  Oconomowoc WI  53066-3888,641 E Forest St Oconomowoc WI  53066-3888  ,Oconomowoc,53066.0,3888.0,641 E Forest St Oconomowoc WI  53066-3888  ,Oconomowoc,67,Waukesha,262-560-3105,,2625678960.0,moylanj@oasd.org,www.oasd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510890.0,1421.0,Public school
4074,400.0,12,4,Falls Alternative Learning Site (FALS),Oconto Falls Public,3,4,Falls Alt Learning Site,Oconto Falls Public,4074,8,400,High School,09,12,Mark  Trepanier,Teacher,320 Central Ave  Oconto Falls WI  54154,320 Central Ave Oconto Falls WI  54154  ,Oconto Falls,54154.0,,320 Central Ave Oconto Falls WI  54154  ,Oconto Falls,42,Oconto,920-848-4455,,9208483899.0,mark.trepanier@of-ps.org,www.ofpanthers.com,Regular,Charter,Primarily Classroom (Supplemental Virtual),5510950.0,1853.0,Public school
4074,410.0,10,2,New Path,Oconto Falls Public,5,2,New Path,Oconto Falls Public,4074,8,410,High School,06,12,Mark  Trepanier,Teacher,320 Central Ave  Oconto Falls WI  54154,200 N Farm Rd Oconto Falls WI  54154-1221  ,Oconto Falls,54154.0,1221.0,200 N Farm Rd Oconto Falls WI  54154-1221  ,Oconto Falls,42,Oconto,920-848-4455,,9208483899.0,mark.trepanier@of-ps.org,www.ofpanthers.com,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5510950.0,2736.0,Public school
4074,200.0,121,103,Oconto Falls High,Oconto Falls Public,105,115,Oconto Falls Hi,Oconto Falls Public,4074,8,200,High School,09,12,Jake  Beschta,Principal,210 N Farm Rd  Oconto Falls WI  54154,PO Box 988 Oconto Falls WI  54154-0988  ,Oconto Falls,54154.0,988.0,210 N Farm Rd Oconto Falls WI  54154  ,Oconto Falls,42,Oconto,920-848-4467,,9208484444.0,jake.beschta@of-ps.org,www.ofpanthers.com,Regular,No,Primarily Classroom (Supplemental Virtual),5510950.0,1435.0,Public school
4067,100.0,89,74,Oconto High,Oconto Unified,65,71,Oconto Hi,Oconto Unified,4067,8,100,High School,09,12,Adam  DeWitt,Principal,1717 Superior Ave  Oconto WI  54153-2009,1717 Superior Ave Oconto WI  54153-2009  ,Oconto,54153.0,2009.0,1717 Superior Ave Oconto WI  54153-2009  ,Oconto,42,Oconto,920-834-7812,1106.0,9208347804.0,adam.dewitt@oconto.k12.wi.us,www.oconto.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510920.0,1428.0,Public school
4088,60.0,110,94,Omro High,Omro,95,87,Omro Hi,Omro,4088,6,60,High School,09,12,Paul  Williams,Principal,455 Fox Trl  Omro WI  54963-1198,455 Fox Trl Omro WI  54963-1198  ,Omro,54963.0,1198.0,455 Fox Trl Omro WI  54963-1198  ,Omro,70,Winnebago,920-303-2313,123.0,9206857040.0,pwill@omro.k12.wi.us,www.omro.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510980.0,1441.0,Public school
4095,40.0,232,230,Onalaska High,Onalaska,224,215,Onalaska Hi,Onalaska,4095,4,40,High School,09,12,Jared  Schaffner,Principal,700 Hilltopper Pl  Onalaska WI  54650-3497,700 Hilltopper Pl Onalaska WI  54650-3497  ,Onalaska,54650.0,3497.0,700 Hilltopper Pl Onalaska WI  54650-3497  ,Onalaska,32,La Crosse,608-783-4561,,6087830102.0,schja2@onalaskaschools.com,www.onalaskaschools.com,Regular,No,Primarily Classroom (Supplemental Virtual),5511010.0,1447.0,Public school
4137,80.0,90,76,Oostburg High,Oostburg,77,79,Oostburg Hi,Oostburg,4137,7,80,High School,09,12,Scott  Greupink,Principal,410 New York Ave  Oostburg WI  53070-1229,PO Box 700100 Oostburg WI  53070  ,Oostburg,53070.0,,410 New York Ave Oostburg WI  53070-1229  ,Oostburg,59,Sheboygan,920-564-2346,4001.0,9205646138.0,scott.greupink@oostburg.k12.wi.us,www.oostburg.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511070.0,1466.0,Public school
4144,60.0,262,284,Oregon High,Oregon,289,305,Oregon Hi,Oregon,4144,2,60,High School,09,12,Jim  Pliner,Principal,456 N Perry Pkwy  Oregon WI  53575-1299,456 N Perry Pkwy Oregon WI  53575-1299  ,Oregon,53575.0,1299.0,456 N Perry Pkwy Oregon WI  53575-1299  ,Oregon,13,Dane,608-835-4303,,6088357894.0,jrp@oregonsd.net,www.oregonsd.org,Regular,No,Primarily Classroom (Supplemental Virtual),5511100.0,1470.0,Public school
4165,60.0,132,141,Osceola High,Osceola,150,133,Osceola Hi,Osceola,4165,11,60,High School,09,12,Adam  Spiegel,Principal,1111 Oak Ridge Dr  Osceola WI  54020,PO Box 128 Osceola WI  54020-0128  ,Osceola,54020.0,128.0,1111 Oak Ridge Dr Osceola WI  54020  ,Osceola,48,Polk,715-294-2127,,7157552068.0,spiegela@osceolak12.org,www.osceola.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511160.0,1480.0,Public school
4179,290.0,361,271,North High,Oshkosh Area,282,332,North Hi,Oshkosh Area,4179,6,290,High School,09,12,Jacquelyn  Kiffmeyer,Principal,1100 W Smith Ave  Oshkosh WI  54901-1848,1100 W Smith Ave Oshkosh WI  54901-1848  ,Oshkosh,54901.0,1848.0,1100 W Smith Ave Oshkosh WI  54901-1848  ,Oshkosh,70,Winnebago,920-424-7000,,9204244054.0,jacquelyn.kiffmeyer@oshkosh.k12.wi.us,www.oshkosh.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511190.0,1495.0,Public school
4179,300.0,400,435,West High,Oshkosh Area,469,424,West Hi,Oshkosh Area,4179,6,300,High School,09,12,Erin  Kohl,Principal,375 N Eagle St  Oshkosh WI  54902-4224,375 N Eagle St Oshkosh WI  54902-4224  ,Oshkosh,54902.0,4224.0,375 N Eagle St Oshkosh WI  54902-4224  ,Oshkosh,70,Winnebago,920-424-4090,,9204244950.0,erin.kohl@oshkosh.k12.wi.us,www.oshkosh.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511190.0,1496.0,Public school
4186,80.0,67,66,Osseo-Fairchild High,Osseo-Fairchild,67,62,Osseo-Fairchild Hi,Osseo-Fairchild,4186,10,80,High School,09,12,Drew  Semingson,Principal,50851 East St  Osseo WI  54758,50851 East St Osseo WI  54758  ,Osseo,54758.0,,50900 Francis St Osseo WI  54758  ,Osseo,61,Trempealeau,715-597-3141,1410.0,7155973647.0,dsemingson@ofsd.k12.wi.us,www.ofsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511220.0,1508.0,Public school
4207,60.0,32,41,Owen-Withee High,Owen-Withee,34,30,Owen-Withee Hi,Owen-Withee,4207,10,60,High School,09,12,Julie  VanArk,Principal,832 W 3rd St  Owen WI  54460,PO Box 417 Owen WI  54460-0417  ,Owen,54460.0,417.0,832 W 3rd St Owen WI  54460  ,Owen,10,Clark,715-229-2151,222.0,7152294322.0,jvanark@owen-withee.k12.wi.us,www.owen-withee.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511310.0,1510.0,Public school
4221,15.0,66,84,Palmyra-Eagle High,Palmyra-Eagle Area,93,73,Palmyra-Eagle Hi,Palmyra-Eagle Area,4221,2,15,High School,09,12,Kari  Timm,Principal,123 Burr Oak St  Palmyra WI  53156,PO Box 901 Palmyra WI  53156-0901  ,Palmyra,53156.0,901.0,123 Burr Oak St Palmyra WI  53156  ,Palmyra,28,Jefferson,262-495-7101,2215.0,2624957146.0,ktimm@peasd.org,www.peasd.org,Regular,No,Primarily Classroom (Supplemental Virtual),5511350.0,2274.0,Public school
4228,80.0,67,62,Pardeeville High,Pardeeville Area,66,56,Pardeeville Hi,Pardeeville Area,4228,5,80,High School,09,12,John  Hammer,Principal,120 Oak St  Pardeeville WI  53954-8842,PO Box 130 Pardeeville WI  53954-0130  ,Pardeeville,53954.0,130.0,120 Oak St Pardeeville WI  53954-8842  ,Pardeeville,11,Columbia,608-429-2153,215.0,6084292277.0,hammja@pasdwi.org,www.pardeeville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5511370.0,1518.0,Public school
